Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65621100,Offices of Physicians,62100,69400,7300,0.118
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65621200,Offices of Dentists,32000,36400,4400,0.138
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65621300,Offices of Other Health Practitioners,26800,35000,8200,0.306
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65622000,Hospitals (Private),118600,129400,10800,0.091
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65623000,Nursing and Residential Care Facilities,85100,96900,11800,0.139
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65623100,Nursing Care Facilities (Skilled Nursing Facilities),46900,53000,6100,0.13
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65624000,Social Assistance,259800,361400,101600,0.391
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65624100,Individual and Family Services,226600,324900,98300,0.434
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,65624400,Child Day Care Services,19400,21500,2100,0.108
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70000000,Leisure and Hospitality,536500,610200,73700,0.137
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70710000,"Arts, Entertainment, and Recreation",94300,104900,10600,0.112
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70711000,"Performing Arts, Spectator Sports, and Related Industries",44200,47900,3700,0.084
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70711500,"Independent Artists, Writers, and Performers",11100,12300,1200,0.108
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70712000,"Museums, Historical Sites, and Similar Institutions",5700,6800,1100,0.193
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70713000,"Amusement, Gambling, and Recreation Industries",44400,50200,5800,0.131
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70713200,Gambling Industries,7500,9000,1500,0.2
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70713900,Other Amusement and Recreation Industries,31500,34700,3200,0.102
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70720000,Accommodation and Food Services,442200,505300,63100,0.143
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70721000,Accommodation,50300,53100,2800,0.056
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70722000,Food Services and Drinking Places,391900,452200,60300,0.154
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70722300,Special Food Services,21300,22800,1500,0.07
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,70722500,Restaurants and Other Eating Places,362200,420500,58300,0.161
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),158800,166400,7600,0.048
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,80811000,Repair and Maintenance,38700,37300,-1400,-0.036
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,80812000,Personal and Laundry Services,57100,63200,6100,0.107
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,80813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",63000,65900,2900,0.046
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90000000,Government,590600,612100,21500,0.036
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90910000,Federal Government,47300,46000,-1300,-0.027
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90940000,State and Local Government,543400,566100,22700,0.042
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90920000,State Government,91700,98900,7200,0.079
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90921611,State Government Education,61600,68100,6500,0.106
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90922000,State Government Excluding Education,30200,30800,600,0.02
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90930000,Local Government,451600,467200,15600,0.035
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90931611,Local Government Education,230000,237100,7100,0.031
Metropolitan Area,Los Angeles-Long Beach-Glendale MD (Los Angeles County),2018-2028,90932000,Local Government Excluding Education,221600,230100,8500,0.038
Metropolitan Area,Madera MSA (Madera County),2018-2028,000001,Total Employment,53400,60800,7400,0.139
Metropolitan Area,Madera MSA (Madera County),2018-2028,006010,Self Employment,2700,3000,300,0.111
Metropolitan Area,Madera MSA (Madera County),2018-2028,008010,Private Household Workers,40,40,0,0
Metropolitan Area,Madera MSA (Madera County),2018-2028,11000000,Total Farm,12300,13900,1600,0.13
Metropolitan Area,Madera MSA (Madera County),2018-2028,0,Total Nonfarm,38400,43900,5500,0.143
Metropolitan Area,Madera MSA (Madera County),2018-2028,15000000,"Mining, Logging, and Construction",1900,2200,300,0.158
Metropolitan Area,Madera MSA (Madera County),2018-2028,30000000,Manufacturing,3400,3600,200,0.059
Metropolitan Area,Madera MSA (Madera County),2018-2028,40000000,"Trade, Transportation, and Utilities",5700,6600,900,0.158
Metropolitan Area,Madera MSA (Madera County),2018-2028,41000000,Wholesale Trade,1000,1000,0,0
Metropolitan Area,Madera MSA (Madera County),2018-2028,42000000,Retail Trade,3900,4200,300,0.077
Metropolitan Area,Madera MSA (Madera County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",900,1100,200,0.222
Metropolitan Area,Madera MSA (Madera County),2018-2028,50000000,Information,300,300,0,0
Metropolitan Area,Madera MSA (Madera County),2018-2028,55000000,Financial Activities,700,800,100,0.143
Metropolitan Area,Madera MSA (Madera County),2018-2028,60000000,Professional and Business Services,2200,2500,300,0.136
Metropolitan Area,Madera MSA (Madera County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",8600,10500,1900,0.221
Metropolitan Area,Madera MSA (Madera County),2018-2028,65620000,Health Care and Social Assistance,8600,10400,1800,0.209
Metropolitan Area,Madera MSA (Madera County),2018-2028,70000000,Leisure and Hospitality,3500,4100,600,0.171
Metropolitan Area,Madera MSA (Madera County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),900,1100,200,0.222
Metropolitan Area,Madera MSA (Madera County),2018-2028,90000000,Government,11000,12200,1200,0.109
Metropolitan Area,Madera MSA (Madera County),2018-2028,90910000,Federal Government,300,300,0,0
Metropolitan Area,Madera MSA (Madera County),2018-2028,90940000,State and Local Government,10700,11900,1200,0.112
Metropolitan Area,Madera MSA (Madera County),2018-2028,90920000,State Government,2500,2700,200,0.08
Metropolitan Area,Madera MSA (Madera County),2018-2028,90930000,Local Government,8200,9200,1000,0.122
Metropolitan Area,Madera MSA (Madera County),2018-2028,90931611,Local Government Education,4800,5200,400,0.083
Metropolitan Area,Madera MSA (Madera County),2018-2028,90932000,Local Government Excluding Education,3400,4000,600,0.176
Metropolitan Area,Merced MSA (Merced County),2018-2028,000001,Total Employment,88400,96300,7900,0.089
Metropolitan Area,Merced MSA (Merced County),2018-2028,006010,Self Employment,5500,5800,300,0.055
Metropolitan Area,Merced MSA (Merced County),2018-2028,008010,Private Household Workers,100,100,0,0
Metropolitan Area,Merced MSA (Merced County),2018-2028,11000000,Total Farm,14100,14700,600,0.043
Metropolitan Area,Merced MSA (Merced County),2018-2028,0,Total Nonfarm,68700,75700,7000,0.102
Metropolitan Area,Merced MSA (Merced County),2018-2028,15000000,"Mining, Logging, and Construction",2500,2900,400,0.16
Metropolitan Area,Merced MSA (Merced County),2018-2028,30000000,Manufacturing,9700,9500,-200,-0.021
Metropolitan Area,Merced MSA (Merced County),2018-2028,32000000,Nondurable Goods Manufacturing,8200,8200,0,0
Metropolitan Area,Merced MSA (Merced County),2018-2028,40000000,"Trade, Transportation, and Utilities",13600,15800,2200,0.162
Metropolitan Area,Merced MSA (Merced County),2018-2028,41000000,Wholesale Trade,1800,2000,200,0.111
Metropolitan Area,Merced MSA (Merced County),2018-2028,42000000,Retail Trade,8400,9100,700,0.083
Metropolitan Area,Merced MSA (Merced County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",3500,4700,1200,0.343
Metropolitan Area,Merced MSA (Merced County),2018-2028,50000000,Information,300,300,0,0
Metropolitan Area,Merced MSA (Merced County),2018-2028,55000000,Financial Activities,1800,1800,0,0
Metropolitan Area,Merced MSA (Merced County),2018-2028,60000000,Professional and Business Services,4300,5000,700,0.163
Metropolitan Area,Merced MSA (Merced County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",10300,12400,2100,0.204
Metropolitan Area,Merced MSA (Merced County),2018-2028,70000000,Leisure and Hospitality,5800,6500,700,0.121
Metropolitan Area,Merced MSA (Merced County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),1500,1500,0,0
Metropolitan Area,Merced MSA (Merced County),2018-2028,90000000,Government,18900,20100,1200,0.063
Metropolitan Area,Merced MSA (Merced County),2018-2028,90910000,Federal Government,700,900,200,0.286
Metropolitan Area,Merced MSA (Merced County),2018-2028,90940000,State and Local Government,18200,19200,1000,0.055
Metropolitan Area,Merced MSA (Merced County),2018-2028,90920000,State Government,3700,4500,800,0.216
Metropolitan Area,Merced MSA (Merced County),2018-2028,90921611,State Government Education,3100,4000,900,0.29
Metropolitan Area,Merced MSA (Merced County),2018-2028,90922000,State Government Excluding Education,600,500,-100,-0.167
Metropolitan Area,Merced MSA (Merced County),2018-2028,90930000,Local Government,14500,14700,200,0.014
Metropolitan Area,Merced MSA (Merced County),2018-2028,90932000,Local Government Excluding Education,4100,4200,100,0.024
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,000001,Total Employment,204700,221700,17000,0.083
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,006010,Self Employment,10900,11600,700,0.064
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,008010,Private Household Workers,200,300,100,0.5
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,11000000,Total Farm,14400,14400,0,0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,0,Total Nonfarm,179200,195400,16200,0.09
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,15000000,"Mining, Logging, and Construction",10200,11400,1200,0.118
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,30000000,Manufacturing,21600,20100,-1500,-0.069
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,31000000,Durable Goods Manufacturing,5800,5800,0,0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,32000000,Nondurable Goods Manufacturing,15800,14400,-1400,-0.089
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,32311000,Food Manufacturing,9700,7300,-2400,-0.247
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,40000000,"Trade, Transportation, and Utilities",37500,41600,4100,0.109
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,41000000,Wholesale Trade,6300,7000,700,0.111
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42000000,Retail Trade,23200,23500,300,0.013
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42445000,Food and Beverage Stores,4400,4700,300,0.068
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2200,2100,-100,-0.045
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42452000,General Merchandise Stores,4900,4900,0,0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",8000,11100,3100,0.388
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,50000000,Information,1000,1200,200,0.2
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,55000000,Financial Activities,5300,5800,500,0.094
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,60000000,Professional and Business Services,15400,17900,2500,0.162
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,8100,9700,1600,0.198
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",33600,40300,6700,0.199
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65610000,Educational Services (Private),1500,1700,200,0.133
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65620000,Health Care and Social Assistance,32100,38600,6500,0.202
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,70000000,Leisure and Hospitality,19300,21800,2500,0.13
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),5800,5900,100,0.017
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90000000,Government,29500,29500,0,0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90910000,Federal Government,800,900,100,0.125
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90940000,State and Local Government,28700,28600,-100,-0.003
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90920000,State Government,2200,2200,0,0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90921611,State Government Education,1900,2000,100,0.053
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90922000,State Government Excluding Education,300,200,-100,-0.333
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90930000,Local Government,26600,26400,-200,-0.008
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90931611,Local Government Education,17200,16200,-1000,-0.058
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90932000,Local Government Excluding Education,9300,10200,900,0.097
Metropolitan Area,Napa MSA (Napa County),2018-2028,000001,Total Employment,85900,94100,8200,0.095
Metropolitan Area,Napa MSA (Napa County),2018-2028,006010,Self Employment,6400,6800,400,0.063
Metropolitan Area,Napa MSA (Napa County),2018-2028,008010,Private Household Workers,200,100,-100,-0.5
Metropolitan Area,Napa MSA (Napa County),2018-2028,11000000,Total Farm,5100,5400,300,0.059
Metropolitan Area,Napa MSA (Napa County),2018-2028,0,Total Nonfarm,74200,81800,7600,0.102
Metropolitan Area,Napa MSA (Napa County),2018-2028,15000000,"Mining, Logging, and Construction",4700,4800,100,0.021
Metropolitan Area,Napa MSA (Napa County),2018-2028,30000000,Manufacturing,13200,15500,2300,0.174
Metropolitan Area,Napa MSA (Napa County),2018-2028,32000000,Nondurable Goods Manufacturing,11700,13900,2200,0.188
Metropolitan Area,Napa MSA (Napa County),2018-2028,32312000,Beverage and Tobacco Product Manufacturing,11100,13100,2000,0.18
Metropolitan Area,Napa MSA (Napa County),2018-2028,40000000,"Trade, Transportation, and Utilities",10200,10700,500,0.049
Metropolitan Area,Napa MSA (Napa County),2018-2028,41000000,Wholesale Trade,1800,1900,100,0.056
Metropolitan Area,Napa MSA (Napa County),2018-2028,42000000,Retail Trade,6300,6500,200,0.032
Metropolitan Area,Napa MSA (Napa County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",2100,2300,200,0.095
Metropolitan Area,Napa MSA (Napa County),2018-2028,50000000,Information,400,300,-100,-0.25
Metropolitan Area,Napa MSA (Napa County),2018-2028,55000000,Financial Activities,2200,2200,0,0
Metropolitan Area,Napa MSA (Napa County),2018-2028,60000000,Professional and Business Services,7200,7700,500,0.069
Metropolitan Area,Napa MSA (Napa County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,4300,4700,400,0.093
